total_inner_iterations,totim,kper,kstp,nouter,inner_iterations,solution_outer_dvmax,solution_outer_dvmax_model,solution_outer_dvmax_package,solution_outer_dvmax_node
3922,680.0000000000000,316,1,1,13,-2.696124209337476,1,,5606
3927,680.0000000000000,316,1,2,5,-.6971106000531648,1,,6125
3929,680.0000000000000,316,1,3,2,.1063874034909560,1,,9099
3931,680.0000000000000,316,1,4,2,.3280028992232076E-01,1,,9099
3947,681.0000000000000,317,1,1,16,4.010046892856649,1,,2394
3954,681.0000000000000,317,1,2,7,1.328058739297361,1,,2496
3957,681.0000000000000,317,1,3,3,-.2143401359143375,1,,35857
3959,681.0000000000000,317,1,4,2,-.4309740727530098E-01,1,,35857
3970,682.0000000000000,318,1,1,11,1.890000574498202,1,,6377
3976,682.0000000000000,318,1,2,6,-.8414296797292096,1,,36701
3978,682.0000000000000,318,1,3,2,-.2615674921563418,1,,36701
3980,682.0000000000000,318,1,4,2,-.5325970637406385E-01,1,,36701
3993,683.0000000000000,319,1,1,13,-3.035746607906852,1,,6377
3998,683.0000000000000,319,1,2,5,-.6480475743202661,1,,36026
4000,683.0000000000000,319,1,3,2,.4525738779591748E-01,1,,5445
4011,684.0000000000000,320,1,1,11,1.050211946661314,1,,5606
4015,684.0000000000000,320,1,2,4,-.1716039861691918,1,,36110
4017,684.0000000000000,320,1,3,2,-.5142355624417050E-01,1,,20822
4029,685.0000000000000,321,1,1,12,4.289464634520226,1,,2394
4035,685.0000000000000,321,1,2,6,-1.090077813025431,1,,36701
4040,685.0000000000000,321,1,3,5,-.3423108929573928,1,,36701
4042,685.0000000000000,321,1,4,2,-.7010770165603475E-01,1,,36701
4053,686.0000000000000,322,1,1,11,-3.296010185293017,1,,2394
4062,686.0000000000000,322,1,2,9,-.5537926869697998,1,,6547
4064,686.0000000000000,322,1,3,2,.5351973994667247E-01,1,,8872
4073,687.0000000000000,323,1,1,9,-2.026071503263811,1,,5606
4078,687.0000000000000,323,1,2,5,-.5583914847363616,1,,7888
4082,687.0000000000000,323,1,3,4,.7148039436709475E-01,1,,2749
4091,688.0000000000000,324,1,1,9,-.3533790277569766,1,,2585
4095,688.0000000000000,324,1,2,4,-.3591485728080777,1,,5450
4097,688.0000000000000,324,1,3,2,.2384936260887383E-01,1,,2500
4105,689.0000000000000,325,1,1,8,-.2609401425471907,1,,2585
4109,689.0000000000000,325,1,2,4,-.1215923506214587,1,,6711
4111,689.0000000000000,325,1,3,2,.1676682599373081E-01,1,,5938
4118,690.0000000000000,326,1,1,7,-.2059879422004087,1,,2498
4122,690.0000000000000,326,1,2,4,-.2418964758266497,1,,6038
4124,690.0000000000000,326,1,3,2,.1475547399448196E-01,1,,2038
4131,691.0000000000000,327,1,1,7,-.1808423110896031,1,,2582
4135,691.0000000000000,327,1,2,4,-.1231732889731418,1,,5534
4136,691.0000000000000,327,1,3,1,.8171352563135059E-02,1,,3380
4143,692.0000000000000,328,1,1,7,-.2028191200001208,1,,3175
4147,692.0000000000000,328,1,2,4,.3710786662744603E-01,1,,2039
4159,693.0000000000000,329,1,1,12,2.136526039274194,1,,5606
4165,693.0000000000000,329,1,2,6,.3253696629757936,1,,2496
4167,693.0000000000000,329,1,3,2,-.7233455604885819E-01,1,,39185
4181,694.0000000000000,330,1,1,14,1.843610740664659,1,,2393
4186,694.0000000000000,330,1,2,5,.5140011510486779,1,,5938
4188,694.0000000000000,330,1,3,2,-.1475183598805359,1,,6463
4190,694.0000000000000,330,1,4,2,-.2984129152430626E-01,1,,6463
4204,695.0000000000000,331,1,1,14,1.884163111286242,1,,6377
4211,695.0000000000000,331,1,2,7,1.230547995768468,1,,4927
4214,695.0000000000000,331,1,3,3,-.2494287301576996,1,,36870
4216,695.0000000000000,331,1,4,2,-.6362023642034487E-01,1,,4927
4230,696.0000000000000,332,1,1,14,-4.338475750527085,1,,5773
4236,696.0000000000000,332,1,2,6,-1.408789726060576,1,,36785
4238,696.0000000000000,332,1,3,2,.2753451310261070,1,,8791
4240,696.0000000000000,332,1,4,2,.8290774933988132E-01,1,,8791
4249,697.0000000000000,333,1,1,9,-.6879440771698313,1,,6121
4253,697.0000000000000,333,1,2,4,-.6214010920820741,1,,6294
4255,697.0000000000000,333,1,3,2,.4377503459616605E-01,1,,9100
4264,698.0000000000000,334,1,1,9,-.2482095368599593,1,,2585
4268,698.0000000000000,334,1,2,4,-.1438325523295170,1,,6954
4270,698.0000000000000,334,1,3,2,.1090942689203711E-01,1,,18380
4277,699.0000000000000,335,1,1,7,-.1910606366048135,1,,2585
4281,699.0000000000000,335,1,2,4,-.1115365373074013,1,,7888
4283,699.0000000000000,335,1,3,2,.1375301407159313E-01,1,,1955
4295,700.0000000000000,336,1,1,12,-1.775403895277975,1,,132287
4300,700.0000000000000,336,1,2,5,.1843655571822005,1,,2496
4302,700.0000000000000,336,1,3,2,-.4732389000233894E-01,1,,38751
4316,701.0000000000000,337,1,1,14,1.772879147754185,1,,5606
4321,701.0000000000000,337,1,2,5,.4673120478375949,1,,4927
4323,701.0000000000000,337,1,3,2,-.6145654240802401E-01,1,,37443
4336,702.0000000000000,338,1,1,13,-2.706703705701486,1,,5606
4341,702.0000000000000,338,1,2,5,-.5235002512448190,1,,36870
4343,702.0000000000000,338,1,3,2,.7909363749757858E-01,1,,2500
4352,703.0000000000000,339,1,1,9,-.2218410077017694,1,,4133
4355,703.0000000000000,339,1,2,3,-.1136175446976360,1,,6453
4357,703.0000000000000,339,1,3,2,.1444798690933968E-01,1,,2038
4364,704.0000000000000,340,1,1,7,-.1810646848912008,1,,3175
4368,704.0000000000000,340,1,2,4,.6045882496632693E-01,1,,2669
4375,705.0000000000000,341,1,1,7,-.1854301810292061,1,,3509
4378,705.0000000000000,341,1,2,3,-.1687996112153414,1,,36026
4379,705.0000000000000,341,1,3,1,.9490824978588108E-02,1,,2039
4386,706.0000000000000,342,1,1,7,-.1110808417500557,1,,2582
4389,706.0000000000000,342,1,2,3,-.9535091163263587E-01,1,,7888
4396,707.0000000000000,343,1,1,7,-.1233388916314055,1,,2793
4399,707.0000000000000,343,1,2,3,-.6074990386217038E-01,1,,5695
4406,708.0000000000000,344,1,1,7,-.9378998341239964E-01,1,,5695
4414,709.0000000000000,345,1,1,8,-.2104726811644149,1,,37039
4417,709.0000000000000,345,1,2,3,-.4517185230261411E-01,1,,2968
4424,710.0000000000000,346,1,1,7,-.1099472760184579,1,,3446
4425,710.0000000000000,346,1,2,1,-.9636112164145061E-02,1,,51459
4432,711.0000000000000,347,1,1,7,-.7746209197467024E-01,1,,3707
4440,712.0000000000000,348,1,1,8,-.9827915147824484E-01,1,,6789
4447,713.0000000000000,349,1,1,7,-.7306663422527393E-01,1,,3213
4453,714.0000000000000,350,1,1,6,.6438177935450256,1,,5606
4456,714.0000000000000,350,1,2,3,.6692290064493545E-01,1,,186021
4470,715.0000000000000,351,1,1,14,2.807253190471173,1,,2393
4477,715.0000000000000,351,1,2,7,-.6770642541081209,1,,6463
4480,715.0000000000000,351,1,3,3,-.2095155663741117,1,,6463
4482,715.0000000000000,351,1,4,2,-.4256254585904884E-01,1,,6463
4495,716.0000000000000,352,1,1,13,-2.970051151078639,1,,2394
4501,716.0000000000000,352,1,2,6,-.8243360088630816,1,,6631
4503,716.0000000000000,352,1,3,2,.1044156583251805,1,,7805
4505,716.0000000000000,352,1,4,2,.3136990750127922E-01,1,,7805
4514,717.0000000000000,353,1,1,9,-.3305081235527858,1,,5450
4517,717.0000000000000,353,1,2,3,-.1708965499063666,1,,22242
4518,717.0000000000000,353,1,3,1,-.4219367377174876E-02,1,,54298
4525,718.0000000000000,354,1,1,7,-.1275405614054073,1,,4133
4528,718.0000000000000,354,1,2,3,-.1510178090002867,1,,37039
4529,718.0000000000000,354,1,3,1,.7967277522098470E-02,1,,5938
4546,719.0000000000000,355,1,1,17,2.884888374572341,1,,5606
4550,719.0000000000000,355,1,2,4,.5721644212791759,1,,5350
4553,719.0000000000000,355,1,3,3,-.1589897114992880,1,,37039
4555,719.0000000000000,355,1,4,2,-.3218043136273963E-01,1,,37039
4576,720.0000000000000,356,1,1,21,5.283815484595626,1,,2480
4584,720.0000000000000,356,1,2,8,1.773640280578944,1,,2669
4586,720.0000000000000,356,1,3,2,-.5448254131262971,1,,7805
4588,720.0000000000000,356,1,4,2,-.1096087802261465,1,,36870
4590,720.0000000000000,356,1,5,2,.1583238623252470E-01,1,,7721
4612,721.0000000000000,357,1,1,22,-7.237772961968874,1,,2480
4615,721.0000000000000,357,1,2,3,-1.956613241139365,1,,8465
4617,721.0000000000000,357,1,3,2,.4537696180252482,1,,8465
4619,721.0000000000000,357,1,4,2,.1369553525604559,1,,8465
4621,721.0000000000000,357,1,5,2,.2741133111815941E-01,1,,8465
4628,722.0000000000000,358,1,1,7,-.8194896636256885,1,,36700
4632,722.0000000000000,358,1,2,4,-.4621904300013000,1,,9111
4634,722.0000000000000,358,1,3,2,.4416697469346786E-01,1,,9101
4643,723.0000000000000,359,1,1,9,-.2893123327068565,1,,6542
4646,723.0000000000000,359,1,2,3,-.2855400556505359,1,,6122
4647,723.0000000000000,359,1,3,1,.8639322740584987E-02,1,,35502
4658,724.0000000000000,360,1,1,11,-.5042241563375462,1,,6547
4660,724.0000000000000,360,1,2,2,-.2916644625959854,1,,6631
4662,724.0000000000000,360,1,3,2,.2257494761137835E-01,1,,5191
4669,725.0000000000000,361,1,1,7,-.2372210944316606,1,,7805
4672,725.0000000000000,361,1,2,3,.5378237986015089E-01,1,,2669
4679,726.0000000000000,362,1,1,7,-.1357578511119524,1,,2498
4682,726.0000000000000,362,1,2,3,-.5384107546108652E-01,1,,7412
4700,727.0000000000000,363,1,1,18,4.438058963273492,1,,2480
4707,727.0000000000000,363,1,2,7,1.452368038984638,1,,2496
4713,727.0000000000000,363,1,3,6,-.3333082660608468,1,,7805
4715,727.0000000000000,363,1,4,2,-.6786418110427661E-01,1,,7805
4734,728.0000000000000,364,1,1,19,-4.193655021489997,1,,2480
4739,728.0000000000000,364,1,2,5,-1.127354207013234,1,,22000
4741,728.0000000000000,364,1,3,2,.1449129381492256,1,,7722
4743,728.0000000000000,364,1,4,2,.4127955716873544E-01,1,,9009
4752,729.0000000000000,365,1,1,9,-.5990117325791786,1,,21830
4754,729.0000000000000,365,1,2,2,-.3725741556172437,1,,8791
4759,729.0000000000000,365,1,3,5,-.2078325705384110E-01,1,,186865
4776,730.0000000000000,366,1,1,17,2.857711769772088,1,,5606
4782,730.0000000000000,366,1,2,6,.8080866234583475,1,,2496
4784,730.0000000000000,366,1,3,2,-.8165806102368833E-01,1,,5191
